STATE,DISTRICT,YEAR,SEASON,CROP,AREA,PRODUCTION_TONNES
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Kharif,ARECANUT,1254.0,2000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Kharif,OTHER KHARIF PULSES,2.0,1.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Kharif,RICE,102.0,321.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,BANANA,176.0,641.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,CASHEWNUT,720.0,165.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,COCONUT,18168.0,65100000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,DRY GINGER,36.0,100.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,SUGARCANE,1.0,2.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,SWEET POTATO,5.0,15.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2000,Whole Year,TAPIOCA,40.0,169.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Kharif,ARECANUT,1254.0,2061.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Kharif,OTHER KHARIF PULSES,2.0,1.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Kharif,RICE,83.0,300.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Whole Year,CASHEWNUT,719.0,192.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Whole Year,COCONUT,18190.0,64430000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Whole Year,DRY GINGER,46.0,100.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Whole Year,SUGARCANE,1.0,1.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2001,Whole Year,SWEET POTATO,11.0,33.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Kharif,RICE,189.2,510.84
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,ARECANUT,1258.0,2083.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,BANANA,213.0,1278.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,BLACK PEPPER,63.0,13.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,CASHEWNUT,719.0,208.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,COCONUT,18240.0,67490000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,DRY CHILLIES,413.0,28.8
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,DRY GINGER,47.3,133.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2002,Whole Year,SUGARCANE,5.0,40.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Kharif,RICE,52.0,90.17
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,ARECANUT,1261.0,1525.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,BANANA,266.0,1763.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,BLACK PEPPER,75.5,15.86
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,CASHEWNUT,717.0,208.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,COCONUT,18284.74,68580000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,DRY CHILLIES,60.0,102.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,DRY GINGER,102.0,326.4
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2003,Whole Year,OTHER OILSEEDS,4.2,0.3
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Kharif,RICE,52.94,72.57
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,ARECANUT,1264.7,805.85
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,BANANA,66.42,404.12
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,BLACK PEPPER,85.0,15.86
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,CASHEWNUT,683.5,197.9
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,COCONUT,18394.7,52380000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,DRY CHILLIES,60.0,145.2
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,DRY GINGER,118.0,366.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2004,Whole Year,OTHER OILSEEDS,1.0,0.11
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Kharif,RICE,2.09,12.06
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,ARECANUT,795.67,
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,BANANA,22.0,582.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,BLACK PEPPER,41.0,0.1
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,CASHEWNUT,450.0,55.8
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,COCONUT,13876.57,52030000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,DRY CHILLIES,17.0,
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2005,Whole Year,TURMERIC,10.0,70.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,ARECANUT,896.0,477.6
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,BANANA,198.0,976.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,BLACK PEPPER,22.16,0.68
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,CASHEWNUT,450.0,85.13
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,COCONUT,14358.0,59370000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,DRY CHILLIES,3.0,9.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,DRY GINGER,6.0,21.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,SUGARCANE,0.2,0.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,SWEET POTATO,18.0,86.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,TAPIOCA,52.03,450.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2006,Whole Year,TURMERIC,2.5,1.03
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Autumn,RICE,3.5,10.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Autumn,SUGARCANE,13.4,41.75
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,ARECANUT,944.0,1610.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,BLACK PEPPER,23.0,8.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,CASHEWNUT,1000.5,260.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,DRY CHILLIES,12.0,25.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,DRY GINGER,7.0,9.64
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,MAIZE,3.84,18.22
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,MOONG(GREEN GRAM),1.5,1.1
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,SWEET POTATO,22.0,208.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,TURMERIC,2.0,0.5
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Rabi,URAD,1.5,1.16
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Whole Year,BANANA,593.0,3425.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Whole Year,COCONUT,14560.0,71300000.0
ANDAMAN AND NICOBAR ISLANDS,NICOBARS,2010,Whole Year,TAPIOCA,69.0,575.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Kharif,ARECANUT,3100.0,5200.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Kharif,OTHER KHARIF PULSES,668.0,448.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Kharif,RICE,10779.0,31863.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,BANANA,1531.0,12073.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,CASHEWNUT,80.0,54.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,COCONUT,6992.0,23900000.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,DRY GINGER,352.0,1120.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,OTHER OILSEEDS,133.0,55.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,SUGARCANE,141.0,3736.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,SWEET POTATO,78.0,843.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2000,Whole Year,TAPIOCA,160.0,2108.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Kharif,ARECANUT,3100.0,5239.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Kharif,OTHER KHARIF PULSES,418.0,199.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Kharif,RICE,9718.0,27033.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,CASHEWNUT,81.0,33.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,COCONUT,7015.0,25250000.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,DRY GINGER,344.0,1124.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,SUGARCANE,81.0,2379.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2001,Whole Year,SWEET POTATO,100.0,5.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Kharif,RICE,6854.3,18995.62
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,ARECANUT,1160.0,3011.7
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,BANANA,957.57,8582.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,BLACK PEPPER,175.0,191.14
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,CASHEWNUT,40.5,44.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,COCONUT,3575.0,15400000.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,DRY CHILLIES,235.72,824.3
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,DRY GINGER,98.66,929.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,OTHER OILSEEDS,35.62,21.4
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,SUGARCANE,71.3,1500.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,SWEET POTATO,30.0,240.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,TAPIOCA,255.0,1420.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2006,Whole Year,TURMERIC,68.0,408.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Autumn,RICE,6791.0,20118.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Autumn,SUGARCANE,73.33,889.2
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,ARECANUT,1296.0,2290.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,ARHAR/TUR,294.5,90.8
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,BLACK PEPPER,168.0,13.5
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,CASHEWNUT,84.5,39.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,DRY CHILLIES,254.0,402.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,DRY GINGER,110.0,1011.84
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,GROUNDNUT,4.75,6.8
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,MAIZE,86.7,96.4
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,MOONG(GREEN GRAM),1168.6,556.55
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,SUNFLOWER,2.9,1.9
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,SWEET POTATO,109.0,480.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,TURMERIC,68.0,376.5
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Rabi,URAD,1059.5,458.79
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,BANANA,657.0,7968.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,COCONUT,3668.0,12700000.0
ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,2010,Whole Year,TAPIOCA,186.5,1355.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Kharif,RICE,10695.8,31600.82
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,ARECANUT,3105.0,5267.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,BANANA,1524.0,10882.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,BLACK PEPPER,487.0,102.5
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,CASHEWNUT,81.0,24.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,COCONUT,7060.0,26830000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,DRY CHILLIES,239.0,20.9
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,DRY GINGER,352.0,1145.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,OTHER OILSEEDS,85.1,40.31
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2002,Whole Year,SUGARCANE,455.0,13760.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Kharif,RICE,10509.37,30760.7
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,ARECANUT,3118.0,5182.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,BANANA,1530.0,11558.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,BLACK PEPPER,497.0,104.37
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,CASHEWNUT,116.5,26.14
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,COCONUT,7110.0,26660000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,DRY CHILLIES,340.0,578.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,DRY GINGER,406.0,1299.2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,OTHER OILSEEDS,82.09,35.51
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2003,Whole Year,SUGARCANE,268.0,2879.52
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Kharif,RICE,10681.98,29119.66
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,ARECANUT,3160.67,3975.2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,BANANA,1912.1,17374.4
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,BLACK PEPPER,570.0,104.36
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,CASHEWNUT,116.5,25.1
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,COCONUT,7156.7,34750000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,DRY CHILLIES,340.0,822.8
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,DRY GINGER,410.0,1462.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,OTHER OILSEEDS,89.3,46.5
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2004,Whole Year,SUGARCANE,145.26,1560.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Kharif,RICE,8683.38,25870.98
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,ARECANUT,3250.78,3058.46
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,BANANA,1656.8,10251.13
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,BLACK PEPPER,656.45,35.95
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,CASHEWNUT,118.5,30.22
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,COCONUT,7050.45,26430000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,DRY CHILLIES,370.7,877.6
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,DRY GINGER,200.0,1800.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,OTHER OILSEEDS,53.55,34.2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,SUGARCANE,128.02,2448.2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,SWEET POTATO,131.9,700.35
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,TAPIOCA,254.5,1480.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2005,Whole Year,TURMERIC,81.7,572.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Kharif,RICE,921.87,2539.64
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,ARECANUT,2000.0,2350.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,BANANA,483.0,4150.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,BLACK PEPPER,413.1,20.18
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,CASHEWNUT,79.5,26.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,COCONUT,3483.09,14190000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,DRY CHILLIES,124.6,34.7
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,DRY GINGER,100.9,900.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,OTHER OILSEEDS,24.0,14.98
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,SUGARCANE,53.5,999.5
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,SWEET POTATO,30.4,220.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,TAPIOCA,40.0,160.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2006,Whole Year,TURMERIC,10.0,60.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Autumn,RICE,1595.5,3788.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Autumn,SUGARCANE,67.5,402.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,ARECANUT,1912.0,1900.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,ARHAR/TUR,20.5,13.2
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,BLACK PEPPER,409.0,98.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,CASHEWNUT,15.0,10.5
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,DRY CHILLIES,128.0,148.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,DRY GINGER,94.0,828.52
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,GROUNDNUT,15.5,7.6
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,MAIZE,73.0,253.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,MOONG(GREEN GRAM),29.9,17.85
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,SUNFLOWER,1.0,0.5
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,SWEET POTATO,32.0,235.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,TURMERIC,10.0,105.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Rabi,URAD,34.0,15.05
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,BANANA,360.0,5517.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,COCONUT,3540.0,11000000.0
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS,2010,Whole Year,TAPIOCA,22.5,220.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,ARHAR/TUR,21400.0,2600.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,BAJRA,1400.0,500.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,CASTOR SEED,1000.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,COTTON(LINT),7300.0,9400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,DRY CHILLIES,3700.0,7100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,GROUNDNUT,650800.0,228400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,HORSE-GRAM,3300.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,JOWAR,10100.0,10200.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,KORRA,2200.0,700.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,MAIZE,2800.0,4900.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,MOONG(GREEN GRAM),1300.0,500.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,OTHER KHARIF PULSES,800.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,RAGI,6700.0,11800.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,RICE,35600.0,75400.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,SUGARCANE,700.0,72900.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,SUNFLOWER,35900.0,11100.0
ANDHRA PRADESH,ANANTAPUR,1997,Kharif,TOBACCO,200.0,200.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,DRY CHILLIES,100.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,GRAM,28000.0,14800.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,GROUNDNUT,20200.0,21700.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,HORSE-GRAM,600.0,200.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,JOWAR,18800.0,9400.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,KORRA,100.0,100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,MAIZE,600.0,2400.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,RAGI,600.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,RICE,18000.0,37300.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,SUNFLOWER,30100.0,11100.0
ANDHRA PRADESH,ANANTAPUR,1997,Rabi,WHEAT,300.0,200.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,ARHAR/TUR,27400.0,9100.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,BAJRA,2600.0,1900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,CASTOR SEED,3200.0,1000.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,COTTON(LINT),14000.0,12900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,DRY CHILLIES,4000.0,10000.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,GROUNDNUT,755200.0,867800.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,HORSE-GRAM,2300.0,900.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,JOWAR,3700.0,5800.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,KORRA,4600.0,3400.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,MAIZE,3300.0,6700.0
ANDHRA PRADESH,ANANTAPUR,1998,Kharif,MOONG(GREEN GRAM),2100.0,1300.0
